"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2021-07-24","CENTRAL",25,10,35,37,17,12,7
"2021-07-25","CENTRAL",23,10,33,35,16,12,6
"2021-07-26","CENTRAL",23,11,35,35,16,12,5
"2021-07-27","CENTRAL",22,12,37,34,16,12,4
"2021-07-28","CENTRAL",22,10,33,35,16,13,6
"2021-07-29","CENTRAL",22,11,30,35,16,13,5
"2021-07-30","CENTRAL",22,11,31,33,17,11,6
"2021-07-31","CENTRAL",21,13,28,30,19,9,6
"2021-08-01","CENTRAL",19,12,30,28,18,9,6
"2021-08-02","CENTRAL",19,10,27,29,16,10,6
"2021-08-03","CENTRAL",17,9,30,27,15,10,6
"2021-08-04","CENTRAL",16,9,27,27,15,11,6
"2021-08-05","CENTRAL",19,10,38,31,16,12,6
"2021-08-06","CENTRAL",19,11,43,31,18,12,7
"2021-08-07","CENTRAL",20,12,56,31,19,11,7
"2021-08-08","CENTRAL",23,12,31,34,19,11,7
"2021-08-09","CENTRAL",23,12,41,33,18,10,6
"2021-08-10","CENTRAL",20,12,34,30,18,10,6
"2021-08-11","CENTRAL",21,10,39,31,17,10,7
"2021-08-12","CENTRAL",22,12,39,32,20,10,8
"2021-08-13","CENTRAL",21,13,41,32,22,11,9
"2021-08-14","CENTRAL",21,11,42,33,21,12,10
"2021-08-15","CENTRAL",23,11,48,34,20,11,9
"2021-08-16","CENTRAL",24,9,45,35,14,11,5
"2021-08-17","CENTRAL",23,11,47,35,19,12,8
"2021-08-18","CENTRAL",22,9,48,35,16,13,7
"2021-08-19","CENTRAL",24,9,49,37,17,13,8
"2021-08-20","CENTRAL",25,12,59,38,21,13,9
"2021-08-21","CENTRAL",24,13,66,34,19,10,6
"2021-08-22","CENTRAL",29,13,74,41,20,12,7
"2021-08-23","CENTRAL",31,12,83,43,20,12,8
"2021-08-24","CENTRAL",37,16,98,50,24,13,8
"2021-08-25","CENTRAL",40,18,107,52,27,12,9
"2021-08-26","CENTRAL",43,21,118,57,30,14,9
"2021-08-27","CENTRAL",39,21,119,53,30,14,9
"2021-08-28","CENTRAL",43,18,126,56,26,13,8
"2021-08-29","CENTRAL",45,25,128,57,33,12,8
"2021-08-30","CENTRAL",48,22,129,59,31,11,9
"2021-08-31","CENTRAL",46,26,143,57,33,11,7
"2021-09-01","CENTRAL",48,24,148,59,31,11,7
"2021-09-02","CENTRAL",53,29,134,62,35,9,6
"2021-09-03","CENTRAL",51,32,131,60,38,9,6
"2021-09-04","CENTRAL",47,29,135,55,34,8,5
"2021-09-05","CENTRAL",46,27,127,54,33,8,6
"2021-09-06","CENTRAL",46,27,134,54,33,8,6
"2021-09-07","CENTRAL",50,30,134,58,36,8,6
"2021-09-08","CENTRAL",54,29,137,62,35,8,6
"2021-09-09","CENTRAL",50,26,132,58,32,8,6
"2021-09-10","CENTRAL",42,25,141,50,31,8,6
"2021-09-11","CENTRAL",44,24,129,53,31,9,7
"2021-09-12","CENTRAL",48,24,126,57,31,9,7
"2021-09-13","CENTRAL",53,30,119,61,37,8,7
"2021-09-14","CENTRAL",55,34,128,63,41,8,7
"2021-09-15","CENTRAL",52,37,124,59,44,7,7
"2021-09-16","CENTRAL",51,37,136,60,45,9,8
"2021-09-17","CENTRAL",48,35,130,57,43,9,8
"2021-09-18","CENTRAL",45,33,116,53,41,8,8
"2021-09-19","CENTRAL",46,33,105,54,41,8,8
"2021-09-20","CENTRAL",43,33,101,51,40,8,7
"2021-09-21","CENTRAL",41,34,107,50,42,9,8
"2021-09-22","CENTRAL",43,34,101,52,42,9,8
"2021-09-23","CENTRAL",47,34,104,55,42,8,8
"2021-09-24","CENTRAL",46,34,105,54,42,8,8
"2021-09-25","CENTRAL",39,30,112,47,36,8,6
"2021-09-26","CENTRAL",38,31,103,47,37,9,6
"2021-09-27","CENTRAL",37,28,103,45,34,8,6
"2021-09-28","CENTRAL",36,26,102,45,33,9,7
"2021-09-29","CENTRAL",37,24,92,46,31,9,7
"2021-09-30","CENTRAL",39,24,89,47,32,8,8
"2021-10-01","CENTRAL",36,22,82,44,30,8,8
"2021-10-02","CENTRAL",35,20,79,43,26,8,6
"2021-10-03","CENTRAL",32,17,79,40,23,8,6
"2021-10-04","CENTRAL",30,18,80,39,23,9,5
"2021-10-05","CENTRAL",33,19,91,40,23,7,4
"2021-10-06","CENTRAL",33,21,98,40,27,7,6
"2021-10-07","CENTRAL",29,20,92,35,26,6,6
"2021-10-08","CENTRAL",31,18,93,38,24,7,6
"2021-10-09","CENTRAL",31,17,91,38,22,7,5
"2021-10-10","CENTRAL",31,21,103,38,27,7,6
"2021-10-11","CENTRAL",32,19,87,40,25,8,6
"2021-10-12","CENTRAL",31,20,86,39,27,8,7
"2021-10-13","CENTRAL",29,21,71,38,28,9,7
"2021-10-14","CENTRAL",32,19,79,41,26,9,7
"2021-10-15","CENTRAL",35,21,93,44,28,9,7
"2021-10-16","CENTRAL",35,21,80,44,29,9,8
"2021-10-17","CENTRAL",37,20,83,47,27,10,7
"2021-10-18","CENTRAL",39,22,71,49,30,10,8
"2021-10-19","CENTRAL",35,23,86,46,31,11,8
"2021-10-20","CENTRAL",37,27,85,48,35,11,8
"2021-10-21","CENTRAL",35,21,87,46,30,11,9
"2021-10-22","CENTRAL",28,20,88,41,30,13,10
"2021-10-23","CENTRAL",26,20,90,39,31,13,11
"2021-10-24","CENTRAL",29,22,84,42,33,13,11
"2021-10-25","CENTRAL",29,21,80,41,32,12,11
"2021-10-26","CENTRAL",28,19,74,41,31,13,12
"2021-10-27","CENTRAL",28,19,67,41,30,13,11
"2021-10-28","CENTRAL",28,21,62,40,30,12,9
"2021-10-29","CENTRAL",30,22,64,42,31,12,9
"2021-10-30","CENTRAL",31,19,57,43,26,12,7
"2021-10-31","CENTRAL",34,24,63,44,29,10,5
"2021-11-01","CENTRAL",36,23,69,46,28,10,5
"2021-11-02","CENTRAL",36,23,71,46,29,10,6
"2021-11-03","CENTRAL",31,22,69,39,26,8,4
"2021-11-04","CENTRAL",32,24,68,38,28,6,4
"2021-11-05","CENTRAL",31,24,61,37,28,6,4
"2021-11-06","CENTRAL",31,24,64,38,29,7,5
"2021-11-07","CENTRAL",27,20,54,34,25,7,5
"2021-11-08","CENTRAL",27,19,64,34,23,7,4
"2021-11-09","CENTRAL",29,17,54,35,20,6,3
"2021-11-10","CENTRAL",28,16,57,34,20,6,4
"2021-11-11","CENTRAL",27,17,49,33,21,6,4
"2021-11-12","CENTRAL",26,16,48,32,20,6,4
"2021-11-13","CENTRAL",30,17,46,36,21,6,4
"2021-11-14","CENTRAL",28,17,45,35,21,7,4
"2021-11-15","CENTRAL",28,16,53,36,20,8,4
"2021-11-16","CENTRAL",29,17,57,37,21,8,4
"2021-11-17","CENTRAL",28,16,53,34,20,6,4
"2021-11-18","CENTRAL",28,17,53,34,22,6,5
"2021-11-19","CENTRAL",28,13,52,35,17,7,4
"2021-11-20","CENTRAL",27,12,69,34,17,7,5
"2021-11-21","CENTRAL",27,11,63,34,15,7,4
"2021-11-22","CENTRAL",22,7,69,30,11,8,4
"2021-11-23","CENTRAL",21,5,74,29,10,8,5
"2021-11-24","CENTRAL",20,8,67,27,12,7,4
"2021-11-25","CENTRAL",21,9,59,28,13,7,4
"2021-11-26","CENTRAL",23,11,51,29,15,6,4
"2021-11-27","CENTRAL",21,11,43,27,15,6,4
"2021-11-28","CENTRAL",22,12,48,27,15,5,3
"2021-11-29","CENTRAL",23,13,59,28,17,5,4
"2021-11-30","CENTRAL",22,13,63,27,17,5,4
"2021-12-01","CENTRAL",23,10,67,28,14,5,4
"2021-12-02","CENTRAL",25,14,62,30,18,5,4
"2021-12-03","CENTRAL",27,15,69,32,19,5,4
"2021-12-04","CENTRAL",26,17,74,30,20,4,3
"2021-12-05","CENTRAL",30,17,66,34,20,4,3
"2021-12-06","CENTRAL",28,15,82,31,17,3,2
"2021-12-07","CENTRAL",26,13,91,29,15,3,2
"2021-12-08","CENTRAL",26,14,84,28,16,2,2
"2021-12-09","CENTRAL",24,14,72,27,16,3,2
"2021-12-10","CENTRAL",22,9,67,26,11,4,2
"2021-12-11","CENTRAL",20,9,76,23,11,3,2
"2021-12-12","CENTRAL",25,11,72,28,13,3,2
"2021-12-13","CENTRAL",25,10,80,28,12,3,2
"2021-12-14","CENTRAL",25,12,89,28,13,3,1
"2021-12-15","CENTRAL",22,14,61,25,16,3,2
"2021-12-16","CENTRAL",26,14,74,29,15,3,1
"2021-12-17","CENTRAL",22,13,75,25,15,3,2
"2021-12-18","CENTRAL",22,12,62,25,14,3,2
"2021-12-19","CENTRAL",25,15,62,29,17,4,2
"2021-12-20","CENTRAL",26,16,70,30,18,4,2
"2021-12-21","CENTRAL",26,14,88,30,16,4,2
"2021-12-22","CENTRAL",30,18,90,35,20,5,2
"2021-12-23","CENTRAL",27,16,103,31,18,4,2
"2021-12-24","CENTRAL",30,16,118,33,18,3,2
"2021-12-25","CENTRAL",31,16,120,34,18,3,2
"2021-12-26","CENTRAL",34,14,118,37,16,3,2
"2021-12-27","CENTRAL",37,17,131,41,20,4,3
"2021-12-28","CENTRAL",37,16,148,41,19,4,3
"2021-12-29","CENTRAL",36,14,224,41,17,5,3
"2021-12-30","CENTRAL",37,15,237,41,19,4,4
"2021-12-31","CENTRAL",40,16,327,44,20,4,4
"2022-01-01","CENTRAL",42,18,382,47,22,5,4
"2022-01-02","CENTRAL",44,17,436,48,21,4,4
"2022-01-03","CENTRAL",57,26,513,61,30,4,4
"2022-01-04","CENTRAL",67,30,591,71,33,4,3
"2022-01-05","CENTRAL",71,32,686,75,35,4,3
"2022-01-06","CENTRAL",81,37,682,85,39,4,2
"2022-01-07","CENTRAL",85,44,774,89,47,4,3
"2022-01-08","CENTRAL",97,53,766,102,56,5,3
"2022-01-09","CENTRAL",104,55,896,109,58,5,3
"2022-01-10","CENTRAL",109,54,978,114,57,5,3
"2022-01-11","CENTRAL",115,59,955,119,62,4,3
"2022-01-12","CENTRAL",133,68,1096,137,72,4,4
"2022-01-13","CENTRAL",128,72,1107,134,76,6,4
"2022-01-14","CENTRAL",130,73,1161,134,77,4,4
"2022-01-15","CENTRAL",140,81,1171,145,85,5,4
"2022-01-16","CENTRAL",152,90,1149,157,94,5,4
"2022-01-17","CENTRAL",151,92,1197,156,96,5,4
"2022-01-18","CENTRAL",156,82,1200,161,84,5,2
"2022-01-19","CENTRAL",157,94,1163,162,98,5,4
"2022-01-20","CENTRAL",154,94,1221,158,98,4,4
"2022-01-21","CENTRAL",156,98,1239,159,100,3,2
"2022-01-22","CENTRAL",154,96,1170,159,97,5,1
"2022-01-23","CENTRAL",151,97,1121,156,99,5,2
"2022-01-24","CENTRAL",152,97,1127,158,100,6,3
"2022-01-25","CENTRAL",154,96,1162,162,101,8,5
"2022-01-26","CENTRAL",152,86,1097,160,90,8,4
"2022-01-27","CENTRAL",150,91,1036,157,102,7,11
"2022-01-28","CENTRAL",145,99,958,151,102,6,3
"2022-01-29","CENTRAL",145,95,891,152,100,7,5
"2022-01-30","CENTRAL",143,100,820,150,102,7,2
"2022-01-31","CENTRAL",141,91,839,147,92,6,1
"2022-02-01","CENTRAL",132,87,831,136,88,4,1
"2022-02-02","CENTRAL",131,84,751,136,87,5,3
"2022-02-03","CENTRAL",123,85,706,129,88,6,3
"2022-02-04","CENTRAL",113,70,609,119,74,6,4
"2022-02-05","CENTRAL",114,79,589,120,83,6,4
"2022-02-06","CENTRAL",111,72,587,117,74,6,2
"2022-02-07","CENTRAL",111,73,567,117,75,6,2
"2022-02-08","CENTRAL",106,69,547,113,72,7,3
"2022-02-09","CENTRAL",99,66,479,107,70,8,4
"2022-02-10","CENTRAL",102,70,436,110,75,8,5
"2022-02-11","CENTRAL",101,68,388,111,75,10,7
"2022-02-12","CENTRAL",96,68,369,104,76,8,8
"2022-02-13","CENTRAL",94,60,331,101,65,7,5
"2022-02-14","CENTRAL",99,62,318,107,68,8,6
"2022-02-15","CENTRAL",100,65,322,109,70,9,5
"2022-02-16","CENTRAL",92,59,302,101,65,9,6
"2022-02-17","CENTRAL",89,60,284,97,64,8,4
"2022-02-18","CENTRAL",92,61,265,98,63,6,2
"2022-02-19","CENTRAL",83,57,237,90,59,7,2
"2022-02-20","CENTRAL",77,54,223,84,57,7,3
"2022-02-21","CENTRAL",77,55,228,85,58,8,3
"2022-02-22","CENTRAL",76,54,222,84,58,8,4
"2022-02-23","CENTRAL",74,52,210,82,58,8,6
"2022-02-24","CENTRAL",68,49,211,77,54,9,5
"2022-02-25","CENTRAL",66,45,197,75,50,9,5
"2022-02-26","CENTRAL",63,43,184,71,46,8,3
"2022-02-27","CENTRAL",66,45,161,72,48,6,3
"2022-02-28","CENTRAL",65,39,159,72,43,7,4
"2022-03-01","CENTRAL",65,38,163,71,40,6,2
"2022-03-02","CENTRAL",67,38,165,73,41,6,3
"2022-03-03","CENTRAL",62,34,167,68,37,6,3
"2022-03-04","CENTRAL",59,34,160,67,39,8,5
"2022-03-05","CENTRAL",57,34,161,66,39,9,5
"2022-03-06","CENTRAL",58,26,160,66,32,8,6
"2022-03-07","CENTRAL",59,30,164,67,35,8,5
"2022-03-08","CENTRAL",58,32,172,66,37,8,5
"2022-03-09","CENTRAL",55,31,171,63,36,8,5
"2022-03-10","CENTRAL",52,32,156,62,37,10,5
"2022-03-11","CENTRAL",49,33,145,61,38,12,5
"2022-03-12","CENTRAL",47,30,140,59,35,12,5
"2022-03-13","CENTRAL",48,29,135,60,34,12,5
"2022-03-14","CENTRAL",43,22,130,55,26,12,4
"2022-03-15","CENTRAL",44,26,108,55,30,11,4
"2022-03-16","CENTRAL",42,23,109,52,27,10,4
"2022-03-17","CENTRAL",41,24,117,51,27,10,3
"2022-03-18","CENTRAL",36,22,102,47,25,11,3
"2022-03-19","CENTRAL",35,21,111,44,24,9,3
"2022-03-20","CENTRAL",32,22,104,41,26,9,4
"2022-03-21","CENTRAL",33,22,116,41,26,8,4
"2022-03-22","CENTRAL",32,20,130,40,24,8,4
"2022-03-23","CENTRAL",33,20,143,41,23,8,3
"2022-03-24","CENTRAL",31,21,152,39,24,8,3
"2022-03-25","CENTRAL",29,20,155,37,23,8,3
"2022-03-26","CENTRAL",27,20,155,36,24,9,4
"2022-03-27","CENTRAL",27,17,145,36,21,9,4
"2022-03-28","CENTRAL",27,16,163,37,19,10,3
"2022-03-29","CENTRAL",29,17,173,39,22,10,5
"2022-03-30","CENTRAL",31,20,177,42,26,11,6
"2022-03-31","CENTRAL",28,19,184,39,25,11,6
"2022-04-01","CENTRAL",24,18,172,36,24,12,6
"2022-04-02","CENTRAL",28,18,202,40,25,12,7
"2022-04-03","CENTRAL",28,15,216,40,20,12,5
"2022-04-04","CENTRAL",25,12,228,37,16,12,4
"2022-04-05","CENTRAL",25,16,252,36,19,11,3
"2022-04-06","CENTRAL",25,15,252,36,20,11,5
"2022-04-07","CENTRAL",24,15,241,34,19,10,4
"2022-04-08","CENTRAL",27,16,268,36,20,9,4
"2022-04-09","CENTRAL",31,18,275,39,22,8,4
"2022-04-10","CENTRAL",31,18,251,39,22,8,4
"2022-04-11","CENTRAL",34,19,275,42,22,8,3
"2022-04-12","CENTRAL",35,19,322,43,23,8,4
"2022-04-13","CENTRAL",33,19,299,40,23,7,4
"2022-04-14","CENTRAL",29,19,314,36,23,7,4
"2022-04-15","CENTRAL",28,15,314,35,19,7,4
"2022-04-16","CENTRAL",26,15,304,33,17,7,2
"2022-04-17","CENTRAL",29,17,303,34,19,5,2
"2022-04-18","CENTRAL",32,21,300,38,24,6,3
"2022-04-19","CENTRAL",32,20,290,37,23,5,3
"2022-04-20","CENTRAL",31,21,333,36,25,5,4
"2022-04-21","CENTRAL",30,21,339,35,25,5,4
"2022-04-22","CENTRAL",34,20,368,39,24,5,4
"2022-04-23","CENTRAL",38,16,372,42,19,4,3
"2022-04-24","CENTRAL",34,22,301,38,25,4,3
"2022-04-25","CENTRAL",33,23,322,37,25,4,2
"2022-04-26","CENTRAL",39,25,342,42,27,3,2
"2022-04-27","CENTRAL",35,23,383,39,27,4,4
"2022-04-28","CENTRAL",36,22,343,40,26,4,4
"2022-04-29","CENTRAL",37,21,364,42,26,5,5
"2022-04-30","CENTRAL",33,22,370,38,27,5,5
"2022-05-01","CENTRAL",30,17,334,36,20,6,3
"2022-05-02","CENTRAL",32,19,357,37,22,5,3
"2022-05-03","CENTRAL",33,20,369,38,22,5,2
"2022-05-04","CENTRAL",40,23,373,45,25,5,2
"2022-05-05","CENTRAL",41,24,392,46,27,5,3
"2022-05-06","CENTRAL",39,24,386,44,26,5,2
"2022-05-07","CENTRAL",35,19,346,39,21,4,2
"2022-05-08","CENTRAL",43,23,341,48,25,5,2
"2022-05-09","CENTRAL",43,24,336,48,27,5,3
"2022-05-10","CENTRAL",44,25,326,49,27,5,2
"2022-05-11","CENTRAL",42,27,348,47,29,5,2
"2022-05-12","CENTRAL",42,21,347,46,22,4,1
"2022-05-13","CENTRAL",40,19,359,43,20,3,1
"2022-05-14","CENTRAL",34,21,342,37,23,3,2
"2022-05-15","CENTRAL",37,19,320,40,20,3,1
"2022-05-16","CENTRAL",36,19,319,39,20,3,1
"2022-05-17","CENTRAL",35,21,338,40,25,5,4
"2022-05-18","CENTRAL",39,21,286,44,24,5,3
"2022-05-19","CENTRAL",38,19,293,45,22,7,3
"2022-05-20","CENTRAL",33,22,277,39,25,6,3
"2022-05-21","CENTRAL",34,21,285,39,22,5,1
"2022-05-22","CENTRAL",30,19,283,35,21,5,2
"2022-05-23","CENTRAL",28,18,280,33,20,5,2
"2022-05-24","CENTRAL",33,18,268,40,20,7,2
"2022-05-25","CENTRAL",29,18,287,37,21,8,3
"2022-05-26","CENTRAL",27,16,277,36,20,9,4
"2022-05-27","CENTRAL",25,13,250,34,16,9,3
"2022-05-28","CENTRAL",25,15,212,32,18,7,3
"2022-05-29","CENTRAL",24,11,191,32,16,8,5
"2022-05-30","CENTRAL",22,10,192,32,16,10,6
"2022-05-31","CENTRAL",22,12,206,32,18,10,6
"2022-06-01","CENTRAL",19,11,166,30,18,11,7
"2022-06-02","CENTRAL",19,10,187,28,16,9,6
"2022-06-03","CENTRAL",20,11,187,28,18,8,7
"2022-06-04","CENTRAL",20,12,204,28,19,8,7
"2022-06-05","CENTRAL",18,11,184,26,18,8,7
"2022-06-06","CENTRAL",23,13,182,31,20,8,7
"2022-06-07","CENTRAL",21,12,174,29,18,8,6
"2022-06-08","CENTRAL",20,12,169,28,19,8,7
"2022-06-09","CENTRAL",21,8,179,29,13,8,5
"2022-06-10","CENTRAL",19,8,177,26,13,7,5
"2022-06-11","CENTRAL",20,8,170,27,13,7,5
"2022-06-12","CENTRAL",17,5,160,24,10,7,5
"2022-06-13","CENTRAL",18,8,164,26,14,8,6
"2022-06-14","CENTRAL",18,9,178,26,15,8,6
"2022-06-15","CENTRAL",15,10,169,26,17,11,7
"2022-06-16","CENTRAL",14,8,161,25,15,11,7
"2022-06-17","CENTRAL",16,7,141,26,11,10,4
"2022-06-18","CENTRAL",15,9,170,25,14,10,5
"2022-06-19","CENTRAL",16,7,130,25,12,9,5
"2022-06-20","CENTRAL",16,6,134,23,11,7,5
"2022-06-21","CENTRAL",15,7,168,22,11,7,4
"2022-06-22","CENTRAL",15,8,134,22,13,7,5
"2022-06-23","CENTRAL",16,8,159,23,12,7,4
"2022-06-24","CENTRAL",16,7,162,20,11,4,4
"2022-06-25","CENTRAL",14,5,160,18,9,4,4
"2022-06-26","CENTRAL",14,8,152,18,12,4,4
"2022-06-27","CENTRAL",17,6,171,20,9,3,3
"2022-06-28","CENTRAL",19,8,192,22,11,3,3
"2022-06-29","CENTRAL",20,9,199,23,12,3,3
"2022-06-30","CENTRAL",21,9,199,24,10,3,1
"2022-07-01","CENTRAL",19,8,171,25,11,6,3
"2022-07-02","CENTRAL",21,10,189,26,13,5,3
"2022-07-03","CENTRAL",21,10,180,25,12,4,2
"2022-07-04","CENTRAL",21,10,210,25,12,4,2
"2022-07-05","CENTRAL",22,8,226,27,11,5,3
"2022-07-06","CENTRAL",23,9,221,28,11,5,2
"2022-07-07","CENTRAL",20,7,229,25,10,5,3
"2022-07-08","CENTRAL",20,9,231,25,12,5,3
"2022-07-09","CENTRAL",17,6,252,21,7,4,1
"2022-07-10","CENTRAL",17,7,262,22,9,5,2
"2022-07-11","CENTRAL",16,7,281,20,9,4,2
"2022-07-12","CENTRAL",14,5,272,19,7,5,2
"2022-07-13","CENTRAL",17,5,309,21,8,4,3
"2022-07-14","CENTRAL",18,7,303,23,10,5,3
"2022-07-15","CENTRAL",18,8,328,24,10,6,2
"2022-07-16","CENTRAL",19,8,313,25,10,6,2
"2022-07-17","CENTRAL",22,8,367,28,11,6,3
"2022-07-18","CENTRAL",27,12,392,32,16,5,4
"2022-07-19","CENTRAL",25,12,450,29,15,4,3
"2022-07-20","CENTRAL",25,14,418,29,17,4,3
"2022-07-21","CENTRAL",24,13,464,28,15,4,2
"2022-07-22","CENTRAL",25,13,452,29,15,4,2
"2022-07-23","CENTRAL",25,15,462,28,18,3,3
"2022-07-24","CENTRAL",23,14,380,26,16,3,2
"2022-07-25","CENTRAL",29,13,331,32,15,3,2
"2022-07-26","CENTRAL",30,17,406,32,18,2,1
"2022-07-27","CENTRAL",32,19,390,34,21,2,2
"2022-07-28","CENTRAL",31,19,370,33,20,2,1
"2020-04-02","EAST",38,31,99,0,0,0,0
"2020-04-03","EAST",47,39,101,0,0,0,0
"2020-04-04","EAST",45,36,113,0,0,0,0
"2020-04-05","EAST",49,45,111,0,0,0,0
"2020-04-06","EAST",53,45,129,0,0,0,0
"2020-04-07","EAST",53,46,136,0,0,0,0
"2020-04-08","EAST",59,47,129,0,0,0,0
"2020-04-09","EAST",63,52,136,0,0,0,0
"2020-04-10","EAST",63,56,145,0,0,0,0
"2020-04-11","EAST",62,54,150,0,0,0,0
"2020-04-12","EAST",60,45,142,0,0,0,0
"2020-04-13","EAST",56,46,155,0,0,0,0
"2020-04-14","EAST",58,42,146,0,0,0,0
"2020-04-15","EAST",54,38,139,0,0,0,0
"2020-04-16","EAST",47,38,138,0,0,0,0
"2020-04-17","EAST",45,33,134,0,0,0,0
"2020-04-18","EAST",49,33,137,0,0,0,0
"2020-04-19","EAST",46,32,136,0,0,0,0
"2020-04-20","EAST",47,29,136,0,0,0,0
"2020-04-21","EAST",44,28,135,0,0,0,0
"2020-04-22","EAST",43,27,141,0,0,0,0
"2020-04-23","EAST",35,23,134,0,0,0,0
"2020-04-24","EAST",33,25,143,0,0,0,0
"2020-04-25","EAST",33,25,137,0,0,0,0
"2020-04-26","EAST",35,27,140,0,0,0,0
"2020-04-27","EAST",35,28,138,0,0,0,0
"2020-04-28","EAST",36,28,142,0,0,0,0
"2020-04-29","EAST",36,29,152,0,0,0,0
"2020-04-30","EAST",37,28,161,0,0,0,0
"2020-05-01","EAST",41,31,158,42,33,1,2
"2020-05-02","EAST",40,27,148,41,29,1,2
"2020-05-03","EAST",42,30,157,43,31,1,1
"2020-05-04","EAST",45,33,159,47,34,2,1
"2020-05-05","EAST",43,31,160,46,34,3,3
"2020-05-06","EAST",41,31,160,43,34,2,3
"2020-05-07","EAST",42,29,165,44,33,2,4
"2020-05-08","EAST",42,32,168,43,32,1,0
"2020-05-09","EAST",39,28,170,39,28,0,0
"2020-05-10","EAST",34,26,170,34,25,0,-1
"2020-05-11","EAST",34,26,186,34,26,0,0
"2020-05-12","EAST",31,21,166,31,22,0,1
"2020-05-13","EAST",30,21,165,32,24,2,3
"2020-05-14","EAST",32,23,163,33,24,1,1
"2020-05-15","EAST",30,19,150,31,21,1,2
"2020-05-16","EAST",28,21,147,30,23,2,2
"2020-05-17","EAST",28,21,148,30,22,2,1
"2020-05-18","EAST",27,20,144,29,21,2,1
"2020-05-19","EAST",27,17,144,29,19,2,2
"2020-05-20","EAST",25,19,141,29,21,4,2
"2020-05-21","EAST",24,20,140,27,21,3,1
"2020-05-22","EAST",26,21,139,27,22,1,1
"2020-05-23","EAST",24,22,134,26,23,2,1
"2020-05-24","EAST",23,14,127,24,20,1,6
"2020-05-25","EAST",24,21,125,25,22,1,1
"2020-05-26","EAST",22,18,119,23,19,1,1
"2020-05-27","EAST",24,20,125,25,21,1,1
"2020-05-28","EAST",24,20,117,25,21,1,1
"2020-05-29","EAST",25,18,122,27,21,2,3
"2020-05-30","EAST",21,17,120,25,21,4,4
"2020-05-31","EAST",20,17,120,26,20,6,3
"2020-06-01","EAST",22,19,117,28,22,6,3
"2020-06-02","EAST",23,17,121,29,22,6,5
"2020-06-03","EAST",23,18,117,28,21,5,3
"2020-06-04","EAST",21,19,114,26,23,5,4
"2020-06-05","EAST",21,18,112,26,22,5,4
"2020-06-06","EAST",21,17,105,26,21,5,4
"2020-06-07","EAST",21,17,100,26,21,5,4
"2020-06-08","EAST",21,13,97,26,19,5,6
"2020-06-09","EAST",21,15,94,26,18,5,3
"2020-06-10","EAST",21,13,94,26,15,5,2
"2020-06-11","EAST",18,13,87,24,16,6,3
"2020-06-12","EAST",17,14,89,22,18,5,4
"2020-06-13","EAST",17,12,72,22,17,5,5
"2020-06-14","EAST",18,15,62,22,16,4,1
"2020-06-15","EAST",19,14,57,23,16,4,2
"2020-06-16","EAST",18,12,60,22,13,4,1
"2020-06-17","EAST",16,12,53,20,13,4,1
"2020-06-18","EAST",15,11,52,19,12,4,1
"2020-06-19","EAST",13,12,50,16,12,3,0
"2020-06-20","EAST",13,11,45,16,11,3,0
"2020-06-21","EAST",14,12,34,17,13,3,1
"2020-06-22","EAST",14,12,34,17,12,3,0
"2020-06-23","EAST",15,9,35,18,10,3,1
"2020-06-24","EAST",14,8,35,17,8,3,0
"2020-06-25","EAST",12,5,32,15,5,3,0
"2020-06-26","EAST",13,5,28,15,5,2,0
"2020-06-27","EAST",11,5,32,14,5,3,0
"2020-06-28","EAST",9,5,31,12,5,3,0
"2020-06-29","EAST",8,5,27,11,5,3,0
"2020-06-30","EAST",8,5,21,11,5,3,0
"2020-07-01","EAST",10,5,24,12,5,2,0
"2020-07-02","EAST",8,5,19,10,5,2,0
"2020-07-03","EAST",8,3,19,10,4,2,1
"2020-07-05","EAST",7,5,17,9,6,2,1
"2020-07-06","EAST",6,5,18,8,6,2,1
"2020-07-07","EAST",6,4,17,7,4,1,0
"2020-07-08","EAST",5,3,15,6,4,1,1
"2020-07-09","EAST",3,2,13,5,4,2,2
"2020-07-10","EAST",3,2,12,5,3,2,1
"2020-07-11","EAST",4,1,12,6,2,2,1
"2020-07-12","EAST",4,2,12,6,2,2,0
"2020-07-13","EAST",4,2,12,6,3,2,1
"2020-07-14","EAST",4,2,12,6,3,2,1
"2020-07-15","EAST",5,2,12,7,3,2,1
"2020-07-16","EAST",3,2,15,5,3,2,1
"2020-07-17","EAST",4,2,12,6,2,2,0
"2020-07-18","EAST",5,3,14,7,3,2,0
"2020-07-19","EAST",4,3,13,6,3,2,0
"2020-07-20","EAST",4,3,15,6,3,2,0
"2020-07-21","EAST",7,4,17,9,4,2,0
"2020-07-22","EAST",7,4,14,9,4,2,0
"2020-07-23","EAST",7,5,15,9,5,2,0
"2020-07-24","EAST",6,4,15,7,4,1,0
"2020-07-25","EAST",5,4,17,6,4,1,0
"2020-07-26","EAST",6,4,13,7,4,1,0
"2020-07-27","EAST",6,4,15,7,4,1,0
"2020-07-28","EAST",7,4,16,8,4,1,0
"2020-07-29","EAST",7,4,15,8,4,1,0
"2020-07-30","EAST",6,3,16,7,3,1,0
"2020-07-31","EAST",7,3,16,8,3,1,0
"2020-08-01","EAST",5,1,17,7,2,2,1
"2020-08-02","EAST",4,1,17,6,2,2,1
