Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations,Hospitalizations rate,Deaths,Deaths rate
"November 24, 2021",Chatham-Kent Public Health,14,8,13,9,10,8.3,0,0,0,0
"November 25, 2021",Chatham-Kent Public Health,18,9,16.7,10,9,9.3,0,0,0,0
"November 26, 2021",Chatham-Kent Public Health,11,11,10.2,11,9,10.2,2,1.9,0,0
"November 27, 2021",Chatham-Kent Public Health,17,12,15.8,9,10,8.3,0,0,0,0
"November 28, 2021",Chatham-Kent Public Health,23,13,21.3,17,10,15.8,3,2.8,0,0
"November 29, 2021",Chatham-Kent Public Health,15,16,13.9,13,11,12,2,1.9,0,0
"November 30, 2021",Chatham-Kent Public Health,24,17,22.2,19,13,17.6,2,1.9,0,0
"December 1, 2021",Chatham-Kent Public Health,21,20,19.5,16,14,14.8,1,0.9,0,0
"December 2, 2021",Chatham-Kent Public Health,29,21,26.9,21,16,19.5,0,0,0,0
"December 3, 2021",Chatham-Kent Public Health,23,23,21.3,16,17,14.8,2,1.9,0,0
"December 4, 2021",Chatham-Kent Public Health,11,25,10.2,19,18,17.6,2,1.9,0,0
"December 5, 2021",Chatham-Kent Public Health,16,24,14.8,15,20,13.9,1,0.9,0,0
"December 6, 2021",Chatham-Kent Public Health,30,23,27.8,17,19,15.8,3,2.8,0,0
"December 7, 2021",Chatham-Kent Public Health,16,25,14.8,21,20,19.5,0,0,0,0
"December 8, 2021",Chatham-Kent Public Health,20,24,18.5,22,20,20.4,0,0,1,0.9
"December 9, 2021",Chatham-Kent Public Health,18,24,16.7,17,21,15.8,2,1.9,0,0
"December 10, 2021",Chatham-Kent Public Health,21,22,19.5,21,21,19.5,3,2.8,0,0
"December 11, 2021",Chatham-Kent Public Health,13,22,12,16,22,14.8,2,1.9,0,0
"December 12, 2021",Chatham-Kent Public Health,14,22,13,25,21,23.2,0,0,0,0
"December 13, 2021",Chatham-Kent Public Health,20,22,18.5,20,23,18.5,1,0.9,0,0
"December 14, 2021",Chatham-Kent Public Health,17,20,15.8,14,23,13,0,0,0,0
"December 15, 2021",Chatham-Kent Public Health,21,20,19.5,22,22,20.4,1,0.9,0,0
"December 16, 2021",Chatham-Kent Public Health,14,20,13,19,22,17.6,1,0.9,0,0
"December 17, 2021",Chatham-Kent Public Health,27,20,25,18,22,16.7,0,0,1,0.9
"December 18, 2021",Chatham-Kent Public Health,20,21,18.5,18,22,16.7,0,0,1,0.9
"December 19, 2021",Chatham-Kent Public Health,22,22,20.4,32,22,29.7,4,3.7,0,0
"December 20, 2021",Chatham-Kent Public Health,50,23,46.3,6,23,5.6,0,0,0,0
"December 21, 2021",Chatham-Kent Public Health,53,28,49.1,27,21,25,0,0,0,0
"December 22, 2021",Chatham-Kent Public Health,49,34,45.4,21,23,19.5,1,0.9,0,0
"December 23, 2021",Chatham-Kent Public Health,55,38,51,40,23,37.1,2,1.9,0,0
"December 24, 2021",Chatham-Kent Public Health,51,45,47.3,44,26,40.8,0,0,0,0
"December 25, 2021",Chatham-Kent Public Health,27,49,25,45,31,41.7,1,0.9,0,0
"December 26, 2021",Chatham-Kent Public Health,41,50,38,54,35,50,2,1.9,0,0
"December 27, 2021",Chatham-Kent Public Health,59,53,54.7,43,39,39.8,0,0,0,0
"December 28, 2021",Chatham-Kent Public Health,84,55,77.8,21,45,19.5,1,0.9,0,0
"December 29, 2021",Chatham-Kent Public Health,117,60,108.4,70,44,64.9,1,0.9,1,0.9
"December 30, 2021",Chatham-Kent Public Health,151,71,139.9,52,52,48.2,3,2.8,1,0.9
"December 31, 2021",Chatham-Kent Public Health,98,87,90.8,64,54,59.3,4,3.7,0,0
"January 1, 2022",Chatham-Kent Public Health,63,94,58.4,59,57,54.7,2,1.9,0,0
"January 2, 2022",Chatham-Kent Public Health,70,100,64.9,92,59,85.2,8,7.4,1,0.9
"January 3, 2022",Chatham-Kent Public Health,97,105,89.9,81,65,75.1,5,4.6,0,0
"January 4, 2022",Chatham-Kent Public Health,120,111,111.2,61,72,56.5,5,4.6,1,0.9
"January 5, 2022",Chatham-Kent Public Health,108,117,100.1,165,78,152.9,0,0,0,0
"January 6, 2022",Chatham-Kent Public Health,88,115,81.5,85,94,78.8,0,0,0,0
"January 7, 2022",Chatham-Kent Public Health,62,105,57.4,145,99,134.4,1,0.9,0,0
"January 8, 2022",Chatham-Kent Public Health,55,99,51,144,112,133.4,2,1.9,2,1.9
"January 9, 2022",Chatham-Kent Public Health,60,98,55.6,71,126,65.8,2,1.9,0,0
"January 10, 2022",Chatham-Kent Public Health,87,96,80.6,57,123,52.8,9,8.3,0,0
"January 11, 2022",Chatham-Kent Public Health,81,95,75.1,76,119,70.4,4,3.7,1,0.9
"January 12, 2022",Chatham-Kent Public Health,63,88,58.4,66,121,61.2,3,2.8,0,0
"January 13, 2022",Chatham-Kent Public Health,55,81,51,77,105,71.3,3,2.8,0,0
"January 14, 2022",Chatham-Kent Public Health,83,76,76.9,67,104,62.1,2,1.9,1,0.9
"January 15, 2022",Chatham-Kent Public Health,60,79,55.6,108,91,100.1,3,2.8,1,0.9
"January 16, 2022",Chatham-Kent Public Health,50,80,46.3,34,85,31.5,5,4.6,0,0
"January 17, 2022",Chatham-Kent Public Health,69,78,63.9,57,79,52.8,4,3.7,0,0
"January 18, 2022",Chatham-Kent Public Health,77,75,71.3,83,79,76.9,2,1.9,3,2.8
"January 19, 2022",Chatham-Kent Public Health,72,75,66.7,91,80,84.3,2,1.9,2,1.9
"January 20, 2022",Chatham-Kent Public Health,66,76,61.2,76,84,70.4,2,1.9,1,0.9
"January 21, 2022",Chatham-Kent Public Health,43,78,39.8,54,84,50,3,2.8,0,0
"January 22, 2022",Chatham-Kent Public Health,54,71,50,52,82,48.2,2,1.9,3,2.8
"January 23, 2022",Chatham-Kent Public Health,39,70,36.1,44,73,40.8,0,0,1,0.9
"January 24, 2022",Chatham-Kent Public Health,66,69,61.2,47,75,43.5,1,0.9,1,0.9
"January 25, 2022",Chatham-Kent Public Health,55,68,51,74,73,68.6,1,0.9,1,0.9
"January 26, 2022",Chatham-Kent Public Health,45,64,41.7,76,72,70.4,0,0,0,0
"January 27, 2022",Chatham-Kent Public Health,44,60,40.8,72,69,66.7,1,0.9,1,0.9
"January 28, 2022",Chatham-Kent Public Health,31,56,28.7,37,68,34.3,2,1.9,1,0.9
"January 29, 2022",Chatham-Kent Public Health,42,55,38.9,46,66,42.6,1,0.9,0,0
"January 30, 2022",Chatham-Kent Public Health,26,53,24.1,41,65,38,2,1.9,0,0
"January 31, 2022",Chatham-Kent Public Health,40,50,37.1,25,64,23.2,1,0.9,0,0
"February 1, 2022",Chatham-Kent Public Health,39,46,36.1,28,61,25.9,2,1.9,2,1.9
"February 2, 2022",Chatham-Kent Public Health,34,44,31.5,49,53,45.4,1,0.9,1,0.9
"February 3, 2022",Chatham-Kent Public Health,31,42,28.7,41,49,38,1,0.9,0,0
"February 4, 2022",Chatham-Kent Public Health,41,40,38,33,44,30.6,3,2.8,0,0
"February 5, 2022",Chatham-Kent Public Health,16,41,14.8,22,43,20.4,1,0.9,0,0
"February 6, 2022",Chatham-Kent Public Health,30,37,27.8,27,39,25,1,0.9,0,0
"February 7, 2022",Chatham-Kent Public Health,33,38,30.6,38,37,35.2,2,1.9,0,0
"February 8, 2022",Chatham-Kent Public Health,41,37,38,45,39,41.7,0,0,0,0
"February 9, 2022",Chatham-Kent Public Health,27,37,25,20,42,18.5,2,1.9,0,0
"February 10, 2022",Chatham-Kent Public Health,26,36,24.1,51,37,47.3,3,2.8,1,0.9
"February 11, 2022",Chatham-Kent Public Health,27,35,25,40,39,37.1,0,0,1,0.9
"February 12, 2022",Chatham-Kent Public Health,18,33,16.7,13,40,12,0,0,0,0
"February 13, 2022",Chatham-Kent Public Health,14,33,13,17,38,15.8,0,0,2,1.9
"February 14, 2022",Chatham-Kent Public Health,35,30,32.4,40,37,37.1,0,0,0,0
"February 15, 2022",Chatham-Kent Public Health,24,31,22.2,27,37,25,2,1.9,0,0
"February 16, 2022",Chatham-Kent Public Health,21,28,19.5,29,34,26.9,2,1.9,0,0
"February 17, 2022",Chatham-Kent Public Health,15,27,13.9,32,35,29.7,0,0,0,0
"February 18, 2022",Chatham-Kent Public Health,22,25,20.4,14,32,13,0,0,0,0
"February 19, 2022",Chatham-Kent Public Health,16,24,14.8,17,28,15.8,0,0,0,0
"February 20, 2022",Chatham-Kent Public Health,20,24,18.5,11,29,10.2,2,1.9,0,0
"February 21, 2022",Chatham-Kent Public Health,14,25,13,18,28,16.7,0,0,0,0
"February 22, 2022",Chatham-Kent Public Health,31,22,28.7,17,24,15.8,3,2.8,1,0.9
"February 23, 2022",Chatham-Kent Public Health,15,23,13.9,27,23,25,0,0,0,0
"February 24, 2022",Chatham-Kent Public Health,33,22,30.6,17,22,15.8,1,0.9,0,0
"February 25, 2022",Chatham-Kent Public Health,18,25,16.7,32,20,29.7,0,0,0,0
"February 26, 2022",Chatham-Kent Public Health,15,24,13.9,20,23,18.5,2,1.9,0,0
"February 27, 2022",Chatham-Kent Public Health,20,24,18.5,23,23,21.3,1,0.9,0,0
"February 28, 2022",Chatham-Kent Public Health,22,24,20.4,13,25,12,0,0,0,0
"March 1, 2022",Chatham-Kent Public Health,22,25,20.4,26,24,24.1,0,0,0,0
"March 2, 2022",Chatham-Kent Public Health,16,24,14.8,35,26,32.4,2,1.9,0,0
"March 3, 2022",Chatham-Kent Public Health,13,24,12,12,27,11.1,1,0.9,1,0.9
"March 4, 2022",Chatham-Kent Public Health,15,21,13.9,13,26,12,0,0,0,0
"March 5, 2022",Chatham-Kent Public Health,18,20,16.7,8,23,7.4,1,0.9,0,0
"March 6, 2022",Chatham-Kent Public Health,10,21,9.3,14,21,13,0,0,0,0
"March 7, 2022",Chatham-Kent Public Health,10,19,9.3,17,20,15.8,2,1.9,0,0
"March 8, 2022",Chatham-Kent Public Health,8,17,7.4,10,20,9.3,0,0,0,0
"March 9, 2022",Chatham-Kent Public Health,10,15,9.3,10,18,9.3,0,0,0,0
"March 10, 2022",Chatham-Kent Public Health,9,14,8.3,10,14,9.3,0,0,0,0
"March 11, 2022",Chatham-Kent Public Health,9,13,8.3,13,13,12,1,0.9,0,0
"March 12, 2022",Chatham-Kent Public Health,7,12,6.5,12,13,11.1,0,0,0,0
"March 13, 2022",Chatham-Kent Public Health,10,10,9.3,8,14,7.4,1,0.9,0,0
"March 14, 2022",Chatham-Kent Public Health,12,10,11.1,6,13,5.6,0,0,1,0.9
"March 15, 2022",Chatham-Kent Public Health,11,11,10.2,16,11,14.8,0,0,0,0
"March 16, 2022",Chatham-Kent Public Health,10,11,9.3,18,12,16.7,1,0.9,0,0
"March 17, 2022",Chatham-Kent Public Health,12,11,11.1,13,14,12,1,0.9,0,0
"March 18, 2022",Chatham-Kent Public Health,5,12,4.6,8,14,7.4,0,0,1,0.9
"March 19, 2022",Chatham-Kent Public Health,6,11,5.6,4,13,3.7,0,0,0,0
"March 20, 2022",Chatham-Kent Public Health,16,11,14.8,1,12,0.9,0,0,0,0
"March 21, 2022",Chatham-Kent Public Health,31,12,28.7,5,11,4.6,0,0,0,0
"March 22, 2022",Chatham-Kent Public Health,23,15,21.3,22,11,20.4,1,0.9,0,0
"March 23, 2022",Chatham-Kent Public Health,14,17,13,32,12,29.7,0,0,2,1.9
"March 24, 2022",Chatham-Kent Public Health,7,17,6.5,20,14,18.5,3,2.8,0,0
"March 25, 2022",Chatham-Kent Public Health,19,17,17.6,14,15,13,0,0,1,0.9
"March 26, 2022",Chatham-Kent Public Health,17,19,15.8,8,16,7.4,2,1.9,0,0
"March 27, 2022",Chatham-Kent Public Health,11,21,10.2,13,17,12,1,0.9,0,0
"March 28, 2022",Chatham-Kent Public Health,20,20,18.5,9,19,8.3,1,0.9,1,0.9
"March 29, 2022",Chatham-Kent Public Health,15,18,13.9,21,19,19.5,1,0.9,0,0
"March 30, 2022",Chatham-Kent Public Health,29,17,26.9,21,19,19.5,1,0.9,0,0
"March 31, 2022",Chatham-Kent Public Health,26,19,24.1,14,17,13,0,0,0,0
"April 1, 2022",Chatham-Kent Public Health,28,22,25.9,35,16,32.4,0,0,0,0
"April 2, 2022",Chatham-Kent Public Health,14,24,13,20,20,18.5,1,0.9,0,0
"April 3, 2022",Chatham-Kent Public Health,23,23,21.3,14,22,13,1,0.9,0,0
"April 4, 2022",Chatham-Kent Public Health,45,25,41.7,13,22,12,1,0.9,1,0.9
"April 5, 2022",Chatham-Kent Public Health,37,29,34.3,43,23,39.8,1,0.9,0,0
"April 6, 2022",Chatham-Kent Public Health,39,33,36.1,44,26,40.8,0,0,0,0
"April 7, 2022",Chatham-Kent Public Health,30,35,27.8,41,30,38,0,0,1,0.9
"April 8, 2022",Chatham-Kent Public Health,43,35,39.8,26,34,24.1,1,0.9,0,0
"April 9, 2022",Chatham-Kent Public Health,30,38,27.8,35,33,32.4,4,3.7,0,0
"April 10, 2022",Chatham-Kent Public Health,27,40,25,28,35,25.9,0,0,0,0
"April 11, 2022",Chatham-Kent Public Health,54,41,50,18,38,16.7,0,0,1,0.9
"April 12, 2022",Chatham-Kent Public Health,50,42,46.3,50,38,46.3,1,0.9,0,0
"April 13, 2022",Chatham-Kent Public Health,40,45,37.1,53,40,49.1,2,1.9,1,0.9
"April 14, 2022",Chatham-Kent Public Health,27,45,25,50,41,46.3,2,1.9,0,0
"April 15, 2022",Chatham-Kent Public Health,26,44,24.1,50,42,46.3,2,1.9,1,0.9
"April 16, 2022",Chatham-Kent Public Health,37,41,34.3,30,46,27.8,0,0,0,0
"April 17, 2022",Chatham-Kent Public Health,23,43,21.3,16,46,14.8,1,0.9,1,0.9
"April 18, 2022",Chatham-Kent Public Health,36,42,33.4,6,44,5.6,1,0.9,1,0.9
"April 19, 2022",Chatham-Kent Public Health,34,39,31.5,36,42,33.4,3,2.8,0,0
"April 20, 2022",Chatham-Kent Public Health,36,36,33.4,41,39,38,2,1.9,1,0.9
"April 21, 2022",Chatham-Kent Public Health,49,36,45.4,41,37,38,3,2.8,0,0
"April 22, 2022",Chatham-Kent Public Health,22,39,20.4,44,36,40.8,2,1.9,0,0
"April 23, 2022",Chatham-Kent Public Health,30,39,27.8,40,35,37.1,2,1.9,0,0
"April 24, 2022",Chatham-Kent Public Health,26,38,24.1,18,37,16.7,2,1.9,0,0
"April 25, 2022",Chatham-Kent Public Health,80,38,74.1,25,37,23.2,2,1.9,1,0.9
"April 26, 2022",Chatham-Kent Public Health,19,45,17.6,92,40,85.2,0,0,0,0
"April 27, 2022",Chatham-Kent Public Health,24,43,22.2,19,49,17.6,2,1.9,0,0
"April 28, 2022",Chatham-Kent Public Health,15,41,13.9,36,46,33.4,4,3.7,0,0
"April 29, 2022",Chatham-Kent Public Health,15,35,13.9,20,45,18.5,1,0.9,0,0
"April 30, 2022",Chatham-Kent Public Health,9,34,8.3,15,41,13.9,0,0,0,0
"May 1, 2022",Chatham-Kent Public Health,25,31,23.2,15,37,13.9,2,1.9,0,0
"May 2, 2022",Chatham-Kent Public Health,21,31,19.5,8,36,7.4,1,0.9,0,0
"May 3, 2022",Chatham-Kent Public Health,22,21,20.4,25,33,23.2,2,1.9,1,0.9
"May 4, 2022",Chatham-Kent Public Health,14,21,13,30,23,27.8,2,1.9,0,0
"May 5, 2022",Chatham-Kent Public Health,28,20,25.9,29,24,26.9,2,1.9,1,0.9
"May 6, 2022",Chatham-Kent Public Health,23,22,21.3,19,23,17.6,1,0.9,1,0.9
"May 7, 2022",Chatham-Kent Public Health,13,23,12,19,23,17.6,0,0,0,0
"May 8, 2022",Chatham-Kent Public Health,14,24,13,10,24,9.3,0,0,0,0
"May 9, 2022",Chatham-Kent Public Health,21,22,19.5,12,23,11.1,3,2.8,1,0.9
"May 10, 2022",Chatham-Kent Public Health,21,22,19.5,23,24,21.3,0,0,0,0
"May 11, 2022",Chatham-Kent Public Health,17,22,15.8,35,23,32.4,0,0,1,0.9
"May 12, 2022",Chatham-Kent Public Health,34,22,31.5,12,24,11.1,1,0.9,1,0.9
"May 13, 2022",Chatham-Kent Public Health,17,23,15.8,37,21,34.3,0,0,2,1.9
"May 14, 2022",Chatham-Kent Public Health,7,22,6.5,18,24,16.7,0,0,0,0
"May 15, 2022",Chatham-Kent Public Health,10,21,9.3,12,24,11.1,1,0.9,0,0
"May 16, 2022",Chatham-Kent Public Health,8,21,7.4,6,24,5.6,1,0.9,0,0
"May 17, 2022",Chatham-Kent Public Health,8,19,7.4,14,23,13,1,0.9,0,0
"May 18, 2022",Chatham-Kent Public Health,7,16,6.5,8,22,7.4,0,0,0,0
"May 19, 2022",Chatham-Kent Public Health,10,15,9.3,9,17,8.3,0,0,0,0
"May 20, 2022",Chatham-Kent Public Health,11,11,10.2,12,17,11.1,0,0,1,0.9
"May 21, 2022",Chatham-Kent Public Health,7,10,6.5,4,13,3.7,0,0,0,0
"May 22, 2022",Chatham-Kent Public Health,7,10,6.5,8,11,7.4,1,0.9,0,0
"May 23, 2022",Chatham-Kent Public Health,9,9,8.3,2,10,1.9,0,0,0,0
"May 24, 2022",Chatham-Kent Public Health,7,10,6.5,13,9,12,0,0,0,0
"May 25, 2022",Chatham-Kent Public Health,3,9,2.8,7,9,6.5,1,0.9,0,0
"May 26, 2022",Chatham-Kent Public Health,4,9,3.7,5,9,4.6,0,0,0,0
"May 27, 2022",Chatham-Kent Public Health,8,8,7.4,8,8,7.4,0,0,0,0
"May 28, 2022",Chatham-Kent Public Health,2,7,1.9,7,8,6.5,0,0,0,0
"May 29, 2022",Chatham-Kent Public Health,7,7,6.5,2,8,1.9,0,0,0,0
"May 30, 2022",Chatham-Kent Public Health,10,7,9.3,15,7,13.9,0,0,1,0.9
"May 31, 2022",Chatham-Kent Public Health,5,7,4.6,10,9,9.3,0,0,0,0
"June 1, 2022",Chatham-Kent Public Health,4,6,3.7,5,9,4.6,0,0,0,0
"June 2, 2022",Chatham-Kent Public Health,1,7,0.9,3,8,2.8,0,0,0,0
"June 3, 2022",Chatham-Kent Public Health,6,6,5.6,0,8,0,0,0,0,0
"June 4, 2022",Chatham-Kent Public Health,2,6,1.9,6,7,5.6,0,0,0,0
"June 5, 2022",Chatham-Kent Public Health,3,6,2.8,1,7,0.9,0,0,0,0
"June 6, 2022",Chatham-Kent Public Health,3,5,2.8,4,7,3.7,0,0,0,0
"June 7, 2022",Chatham-Kent Public Health,1,4,0.9,4,5,3.7,0,0,1,0.9
"June 8, 2022",Chatham-Kent Public Health,2,3,1.9,2,4,1.9,0,0,0,0
"June 9, 2022",Chatham-Kent Public Health,2,3,1.9,1,3,0.9,0,0,0,0
"June 10, 2022",Chatham-Kent Public Health,3,3,2.8,1,3,0.9,0,0,0,0
"June 11, 2022",Chatham-Kent Public Health,1,3,0.9,3,3,2.8,0,0,0,0
"June 12, 2022",Chatham-Kent Public Health,3,2,2.8,0,3,0,0,0,0,0
"June 13, 2022",Chatham-Kent Public Health,3,2,2.8,3,2,2.8,1,0.9,0,0
"June 14, 2022",Chatham-Kent Public Health,3,2,2.8,3,2,2.8,0,0,0,0
"June 15, 2022",Chatham-Kent Public Health,3,3,2.8,4,2,3.7,0,0,0,0
"June 16, 2022",Chatham-Kent Public Health,0,3,0,2,2,1.9,0,0,0,0
"June 17, 2022",Chatham-Kent Public Health,1,3,0.9,0,3,0,0,0,0,0
"June 18, 2022",Chatham-Kent Public Health,3,2,2.8,1,2,0.9,0,0,0,0
"June 19, 2022",Chatham-Kent Public Health,5,3,4.6,1,2,0.9,0,0,0,0
"June 20, 2022",Chatham-Kent Public Health,12,3,11.1,0,2,0,0,0,0,0
"June 21, 2022",Chatham-Kent Public Health,6,4,5.6,10,2,9.3,0,0,0,0
"June 22, 2022",Chatham-Kent Public Health,10,5,9.3,7,3,6.5,0,0,0,0
"June 23, 2022",Chatham-Kent Public Health,10,6,9.3,9,3,8.3,0,0,1,0.9
"June 24, 2022",Chatham-Kent Public Health,7,8,6.5,16,5,14.8,0,0,0,0
"June 25, 2022",Chatham-Kent Public Health,4,9,3.7,3,7,2.8,0,0,0,0
"June 26, 2022",Chatham-Kent Public Health,4,9,3.7,4,8,3.7,0,0,0,0
"June 27, 2022",Chatham-Kent Public Health,9,9,8.3,2,8,1.9,0,0,0,0
"June 28, 2022",Chatham-Kent Public Health,4,8,3.7,15,8,13.9,0,0,0,0
"June 29, 2022",Chatham-Kent Public Health,4,8,3.7,5,9,4.6,0,0,1,0.9
"June 30, 2022",Chatham-Kent Public Health,3,7,2.8,6,9,5.6,0,0,0,0
"July 1, 2022",Chatham-Kent Public Health,4,6,3.7,2,8,1.9,1,0.9,1,0.9
"July 2, 2022",Chatham-Kent Public Health,3,5,2.8,5,6,4.6,1,0.9,0,0
"July 3, 2022",Chatham-Kent Public Health,3,5,2.8,3,6,2.8,0,0,0,0
"July 4, 2022",Chatham-Kent Public Health,6,5,5.6,3,6,2.8,0,0,0,0
"July 5, 2022",Chatham-Kent Public Health,4,4,3.7,7,6,6.5,0,0,0,0
"July 6, 2022",Chatham-Kent Public Health,3,4,2.8,1,5,0.9,0,0,0,0
"July 7, 2022",Chatham-Kent Public Health,4,4,3.7,2,4,1.9,0,0,0,0
"July 8, 2022",Chatham-Kent Public Health,5,4,4.6,1,4,0.9,0,0,0,0
"July 9, 2022",Chatham-Kent Public Health,4,5,3.7,9,4,8.3,1,0.9,0,0
"July 10, 2022",Chatham-Kent Public Health,8,5,7.4,0,4,0,0,0,0,0
"July 11, 2022",Chatham-Kent Public Health,9,6,8.3,8,4,7.4,1,0.9,0,0
"July 12, 2022",Chatham-Kent Public Health,9,6,8.3,8,5,7.4,0,0,0,0
"July 13, 2022",Chatham-Kent Public Health,3,7,2.8,5,5,4.6,0,0,0,0
"July 14, 2022",Chatham-Kent Public Health,3,7,2.8,13,5,12,0,0,0,0
"July 15, 2022",Chatham-Kent Public Health,11,7,10.2,2,7,1.9,0,0,0,0
"July 16, 2022",Chatham-Kent Public Health,9,8,8.3,5,7,4.6,1,0.9,0,0
"July 17, 2022",Chatham-Kent Public Health,8,8,7.4,7,7,6.5,0,0,0,0
"July 18, 2022",Chatham-Kent Public Health,22,8,20.4,8,8,7.4,1,0.9,0,0
"July 19, 2022",Chatham-Kent Public Health,11,11,10.2,16,8,14.8,0,0,0,0
"July 20, 2022",Chatham-Kent Public Health,11,11,10.2,10,9,9.3,0,0,0,0
"July 21, 2022",Chatham-Kent Public Health,18,12,16.7,18,10,16.7,2,1.9,0,0
"July 22, 2022",Chatham-Kent Public Health,19,15,17.6,21,11,19.5,0,0,0,0
"July 23, 2022",Chatham-Kent Public Health,13,16,12,15,14,13.9,0,0,0,0
"July 24, 2022",Chatham-Kent Public Health,3,17,2.8,6,16,5.6,0,0,0,0
"July 25, 2022",Chatham-Kent Public Health,13,16,12,6,15,5.6,0,0,0,0
"July 26, 2022",Chatham-Kent Public Health,13,14,12,12,15,11.1,0,0,0,0
"July 27, 2022",Chatham-Kent Public Health,8,15,7.4,25,14,23.2,1,0.9,0,0
"July 28, 2022",Chatham-Kent Public Health,9,14,8.3,10,17,9.3,1,0.9,1,0.9
"July 29, 2022",Chatham-Kent Public Health,14,13,13,6,16,5.6,0,0,1,0.9
"July 30, 2022",Chatham-Kent Public Health,5,12,4.6,13,13,12,1,0.9,0,0
"July 31, 2022",Chatham-Kent Public Health,8,11,7.4,8,13,7.4,1,0.9,1,0.9
"August 1, 2022",Chatham-Kent Public Health,14,11,13,2,13,1.9,1,0.9,0,0
"August 2, 2022",Chatham-Kent Public Health,11,12,10.2,2,12,1.9,2,1.9,0,0
"August 3, 2022",Chatham-Kent Public Health,11,11,10.2,12,11,11.1,1,0.9,1,0.9
"August 4, 2022",Chatham-Kent Public Health,12,12,11.1,23,9,21.3,1,0.9,0,0
"August 5, 2022",Chatham-Kent Public Health,9,12,8.3,8,11,7.4,1,0.9,0,0
"August 6, 2022",Chatham-Kent Public Health,11,11,10.2,9,11,8.3,1,0.9,1,0.9
"August 7, 2022",Chatham-Kent Public Health,4,12,3.7,7,10,6.5,0,0,0,0
"August 8, 2022",Chatham-Kent Public Health,35,12,32.4,5,10,4.6,1,0.9,0,0
"August 9, 2022",Chatham-Kent Public Health,13,15,12,35,11,32.4,0,0,0,0
"August 10, 2022",Chatham-Kent Public Health,19,16,17.6,15,16,13.9,1,0.9,0,0
"August 11, 2022",Chatham-Kent Public Health,25,17,23.2,18,17,16.7,0,0,0,0
"August 12, 2022",Chatham-Kent Public Health,12,19,11.1,9,16,8.3,0,0,0,0
"August 13, 2022",Chatham-Kent Public Health,11,19,10.2,25,16,23.2,1,0.9,0,0
"August 14, 2022",Chatham-Kent Public Health,13,19,12,11,19,10.2,0,0,0,0
"August 15, 2022",Chatham-Kent Public Health,17,21,15.8,14,19,13,1,0.9,0,0
"August 16, 2022",Chatham-Kent Public Health,19,18,17.6,21,21,19.5,0,0,0,0
"August 17, 2022",Chatham-Kent Public Health,8,19,7.4,13,18,12,0,0,0,0
"August 18, 2022",Chatham-Kent Public Health,9,17,8.3,21,18,19.5,1,0.9,0,0
"August 19, 2022",Chatham-Kent Public Health,15,15,13.9,4,19,3.7,0,0,0,0
"August 20, 2022",Chatham-Kent Public Health,9,15,8.3,22,18,20.4,0,0,0,0
"August 21, 2022",Chatham-Kent Public Health,7,15,6.5,1,17,0.9,0,0,0,0
"August 22, 2022",Chatham-Kent Public Health,12,14,11.1,10,16,9.3,1,0.9,0,0
"August 23, 2022",Chatham-Kent Public Health,5,13,4.6,12,15,11.1,0,0,0,0
"August 24, 2022",Chatham-Kent Public Health,19,11,17.6,9,14,8.3,0,0,0,0
"August 25, 2022",Chatham-Kent Public Health,8,12,7.4,11,13,10.2,0,0,0,0
"August 26, 2022",Chatham-Kent Public Health,9,12,8.3,6,11,5.6,0,0,0,0
"August 27, 2022",Chatham-Kent Public Health,9,11,8.3,15,12,13.9,0,0,0,0
"August 28, 2022",Chatham-Kent Public Health,10,11,9.3,4,10,3.7,0,0,0,0
"August 29, 2022",Chatham-Kent Public Health,14,12,13,7,11,6.5,1,0.9,0,0
"August 30, 2022",Chatham-Kent Public Health,9,12,8.3,17,10,15.8,1,0.9,0,0
"August 31, 2022",Chatham-Kent Public Health,12,13,11.1,7,11,6.5,0,0,0,0
"September 1, 2022",Chatham-Kent Public Health,12,12,11.1,17,11,15.8,0,0,0,0
"September 2, 2022",Chatham-Kent Public Health,8,12,7.4,8,12,7.4,0,0,0,0
"September 3, 2022",Chatham-Kent Public Health,3,12,2.8,14,12,13,0,0,0,0
"September 4, 2022",Chatham-Kent Public Health,14,11,13,14,12,13,1,0.9,0,0
"September 5, 2022",Chatham-Kent Public Health,10,12,9.3,4,14,3.7,0,0,0,0
"September 6, 2022",Chatham-Kent Public Health,21,11,19.5,5,13,4.6,0,0,0,0
"September 7, 2022",Chatham-Kent Public Health,20,13,18.5,19,11,17.6,1,0.9,0,0
"September 8, 2022",Chatham-Kent Public Health,15,14,13.9,14,13,13,0,0,0,0
"September 9, 2022",Chatham-Kent Public Health,18,15,16.7,19,13,17.6,0,0,0,0
"September 10, 2022",Chatham-Kent Public Health,8,16,7.4,16,15,14.8,0,0,0,0
"September 11, 2022",Chatham-Kent Public Health,8,17,7.4,8,15,7.4,0,0,0,0
"September 12, 2022",Chatham-Kent Public Health,27,16,25,16,14,14.8,0,0,0,0
"September 13, 2022",Chatham-Kent Public Health,20,19,18.5,31,16,28.7,0,0,0,0
"September 14, 2022",Chatham-Kent Public Health,9,19,8.3,12,20,11.1,0,0,0,0
"September 15, 2022",Chatham-Kent Public Health,13,17,12,22,19,20.4,0,0,0,0
