Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations,Hospitalizations rate,Deaths,Deaths rate
3-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,2,0,0,2,0,0,0,0,0
4-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",5,2,2.6,4,1,2.1,0,0,0,0
5-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,2,1.6,3,2,1.6,0,0,0,0
6-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,2,1.6,0,2,0,0,0,0,0
7-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,3,1,2,1,1,0,0,0,0
8-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",5,3,2.6,7,2,3.7,0,0,0,0
9-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,3,0.5,4,2,2.1,0,0,0,0
10-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,3,0.5,1,3,0.5,0,0,0,0
11-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,3,0.5,4,3,2.1,0,0,0,0
12-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,0,3,0,0,0,0,0
13-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,2,3,1,0,0,0,0
14-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,2,1.6,2,3,1,0,0,0,0
15-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,2,3,1,0,0,0,0
16-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,1,2,0.5,0,0,0,0
17-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,2,2,1,1,0.5,0,0
18-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,4,2,2.1,0,0,0,0
19-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,2,0,1,2,0.5,0,0,0,0
20-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,2,0,4,2,2.1,0,0,0,0
21-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,1,0,1,2,0.5,0,0,0,0
22-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,1,0,1,2,0.5,0,0,0,0
23-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,1,0,0,2,0,0,0,0,0
24-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,0,0.5,0,2,0,0,0,0,0
25-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,0,0.5,1,2,0.5,0,0,0,0
26-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,0,0.5,1,1,0.5,0,0,0,0
27-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,0,1,1,1,0.5,0,0,0,0
28-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,1,1.6,1,1,0.5,0,0,0,0
29-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,1,0.5,0,1,0,0,0,0,0
30-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,1,1.6,2,1,1,0,0,0,0
31-Oct-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,1,1,0.5,0,0,0,0
1-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,2,1.6,2,1,1,0,0,0,0
2-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,2,1.6,2,1,1,0,0,0,0
3-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,2,0,2,1,1,0,0,0,0
4-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,1,1,0.5,0,0,0,0
5-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,4,1,2.1,1,0.5,0,0
6-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,2,1.6,2,2,1,0,0,0,0
7-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,1,2,0.5,0,0,0,0
8-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,0,2,0,0,0,0,0
9-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,1,1.6,1,2,0.5,0,0,0,0
10-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,1,1.6,3,2,1.6,0,0,0,0
11-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,1,2,0.5,0,0,0,0
12-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",0,2,0,2,2,1,1,0.5,0,0
13-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,0,1,0,0,0,0,0
14-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,1,1,0.5,0,0,0,0
15-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,2,0.5,3,1,1.6,0,0,0,0
16-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,2,2,1,0,0,0,0
17-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",4,2,2.1,1,2,0.5,0,0,0,0
18-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,2,1,3,1,1.6,0,0,0,0
19-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",4,2,2.1,1,2,0.5,0,0,0,0
20-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",4,2,2.1,4,2,2.1,1,0.5,0,0
21-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",2,3,1,1,2,0.5,1,0.5,0,0
22-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",6,3,3.1,0,2,0,0,0,0,0
23-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,3,1.6,6,2,3.1,0,0,0,0
24-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",8,4,4.2,4,2,2.1,0,0,0,0
25-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",6,4,3.1,6,3,3.1,0,0,0,0
26-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",3,5,1.6,3,3,1.6,1,0.5,0,0
27-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",5,5,2.6,9,3,4.7,0,0,0,0
28-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",6,5,3.1,1,4,0.5,0,0,0,0
29-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",8,5,4.2,3,4,1.6,1,0.5,0,0
30-Nov-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",11,6,5.8,7,5,3.7,0,0,0,0
1-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",9,7,4.7,13,5,6.8,0,0,0,0
2-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",8,7,4.2,6,6,3.1,0,0,0,0
3-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",11,7,5.8,7,6,3.7,2,1,0,0
4-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",8,8,4.2,6,7,3.1,1,0.5,0,0
5-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",1,9,0.5,4,6,2.1,0,0,0,0
6-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",6,8,3.1,3,7,1.6,0,0,0,0
7-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",10,8,5.2,7,7,3.7,0,0,0,0
8-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",9,8,4.7,8,7,4.2,0,0,0,0
9-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",12,8,6.3,5,6,2.6,0,0,0,0
10-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",8,8,4.2,10,6,5.2,1,0.5,0,0
11-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",9,8,4.7,9,6,4.7,0,0,0,0
12-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",18,8,9.4,11,7,5.8,0,0,0,0
13-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,10,8.9,15,8,7.9,0,0,0,0
14-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",29,12,15.2,10,9,5.2,1,0.5,0,0
15-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",22,15,11.5,13,10,6.8,0,0,0,0
16-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",20,16,10.5,15,10,7.9,1,0.5,0,0
17-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",34,18,17.8,16,12,8.4,0,0,0,0
18-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",31,21,16.3,27,13,14.2,0,0,0,0
19-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",49,24,25.7,21,15,11,0,0,0,0
20-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",68,29,35.7,31,17,16.3,0,0,1,0.5
21-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",70,36,36.7,43,19,22.5,0,0,0,0
22-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",78,42,40.9,49,24,25.7,0,0,0,0
23-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",92,50,48.2,56,29,29.4,1,0.5,0,0
24-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",90,60,47.2,93,35,48.8,1,0.5,0,0
25-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",38,68,19.9,66,46,34.6,1,0.5,0,0
26-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",59,69,30.9,61,51,32,2,1,0,0
27-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",98,71,51.4,36,57,18.9,2,1,0,0
28-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",171,75,89.7,97,58,50.9,2,1,0,0
29-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",199,89,104.3,141,65,73.9,1,0.5,0,0
30-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",264,107,138.4,153,79,80.2,0,0,0,0
31-Dec-21,"Haliburton, Kawartha, Pine Ridge District Health Unit ",213,131,111.7,174,92,91.2,1,0.5,0,0
1-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",45,149,23.6,167,104,87.6,4,2.1,0,0
2-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",63,150,33,124,118,65,1,0.5,0,0
3-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",95,150,49.8,109,127,57.1,0,0,0,0
4-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",94,150,49.3,102,138,53.5,1,0.5,0,0
5-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",127,139,66.6,89,139,46.7,6,3.1,0,0
6-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",117,129,61.3,126,131,66.1,2,1,1,0.5
7-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",88,108,46.1,98,127,51.4,2,1,1,0.5
8-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",58,90,30.4,102,116,53.5,3,1.6,0,0
9-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",47,92,24.6,53,107,27.8,1,0.5,1,0.5
10-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",78,89,40.9,90,97,47.2,2,1,0,0
11-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",77,87,40.4,71,94,37.2,3,1.6,0,0
12-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",73,85,38.3,106,90,55.6,1,0.5,1,0.5
13-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",57,77,29.9,91,92,47.7,2,1,1,0.5
14-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",53,68,27.8,100,87,52.4,4,2.1,0,0
15-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",40,63,21,97,88,50.9,0,0,0,0
16-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",58,61,30.4,51,87,26.7,1,0.5,0,0
17-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",52,62,27.3,30,87,15.7,3,1.6,1,0.5
18-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",70,59,36.7,41,78,21.5,6,3.1,0,0
19-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",80,58,41.9,96,74,50.3,4,2.1,0,0
20-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",81,59,42.5,93,72,48.8,1,0.5,0,0
21-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",49,62,25.7,82,73,43,0,0,0,0
22-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",110,61,57.7,111,70,58.2,2,1,2,1
23-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",36,71,18.9,59,72,30.9,1,0.5,2,1
24-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",59,68,30.9,34,73,17.8,2,1,0,0
25-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",117,69,61.3,57,74,29.9,2,1,1,0.5
26-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",40,76,21,124,76,65,0,0,1,0.5
27-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",40,70,21,42,80,22,2,1,2,1
28-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",46,64,24.1,74,73,38.8,0,0,0,0
29-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",28,64,14.7,29,72,15.2,1,0.5,0,0
30-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,52,10,13,60,6.8,1,0.5,1,0.5
31-Jan-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",56,50,29.4,37,53,19.4,2,1,1,0.5
1-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",29,49,15.2,51,54,26.7,1,0.5,1,0.5
2-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",42,37,22,51,53,26.7,1,0.5,1,0.5
3-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",39,37,20.4,41,42,21.5,0,0,0,0
4-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",26,37,13.6,36,42,18.9,0,0,0,0
5-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,34,10,42,37,22,1,0.5,2,1
6-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",24,33,12.6,19,39,10,1,0.5,1,0.5
7-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",35,34,18.4,11,40,5.8,0,0,0,0
8-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",40,31,21,32,36,16.8,0,0,0,0
9-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",33,32,17.3,41,33,21.5,1,0.5,0,0
10-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",34,31,17.8,48,32,25.2,2,1,0,0
11-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",20,30,10.5,30,33,15.7,1,0.5,0,0
12-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,29,12.1,18,32,9.4,0,0,0,0
13-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",35,30,18.4,19,28,10,0,0,0,0
14-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",36,31,18.9,24,28,12.6,0,0,0,0
15-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",36,32,18.9,50,30,26.2,1,0.5,1,0.5
16-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",30,31,15.7,39,33,20.4,1,0.5,0,0
17-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",28,31,14.7,33,33,17.3,0,0,0,0
18-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",24,30,12.6,28,30,14.7,2,1,1,0.5
19-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",15,30,7.9,26,30,13.6,0,0,0,0
20-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,29,10,9,31,4.7,0,0,1,0.5
21-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,27,8.9,17,30,8.9,0,0,0,0
22-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",32,24,16.8,23,29,12.1,0,0,0,0
23-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,24,10,29,25,15.2,2,1,1,0.5
24-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",16,22,8.4,27,24,14.2,0,0,0,0
25-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",12,20,6.3,17,23,8.9,0,0,0,0
26-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",13,19,6.8,16,21,8.4,2,1,0,0
27-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",18,18,9.4,14,20,7.3,1,0.5,0,0
28-Feb-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",18,18,9.4,8,20,4.2,2,1,0,0
1-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",31,18,16.3,30,19,15.7,0,0,0,0
2-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",6,18,3.1,24,20,12.6,0,0,0,0
3-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",14,16,7.3,18,19,9.4,0,0,0,0
4-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",21,16,11,11,18,5.8,0,0,1,0.5
5-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,17,12.1,17,17,8.9,1,0.5,0,0
6-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",29,19,15.2,23,17,12.1,0,0,1,0.5
7-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",15,20,7.9,14,19,7.3,0,0,0,0
8-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",15,20,7.9,22,20,11.5,0,0,0,0
9-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",14,18,7.3,27,18,14.2,2,1,1,0.5
10-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",16,19,8.4,18,19,9.4,0,0,0,0
11-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",11,19,5.8,10,19,5.2,0,0,0,0
12-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",13,18,6.8,11,19,5.8,1,0.5,0,0
13-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",15,16,7.9,16,18,8.4,1,0.5,0,0
14-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",12,14,6.3,10,17,5.2,0,0,0,0
15-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",21,14,11,16,16,8.4,1,0.5,0,0
16-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",20,15,10.5,17,15,8.9,0,0,0,0
17-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",22,15,11.5,19,14,10,1,0.5,0,0
18-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",14,16,7.3,14,14,7.3,0,0,0,0
19-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,17,10,16,15,8.4,0,0,0,0
20-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",25,18,13.1,17,15,8.9,2,1,0,0
21-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",39,19,20.4,18,16,9.4,2,1,0,0
22-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",21,23,11,25,17,13.1,0,0,0,0
23-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",24,23,12.6,31,18,16.3,0,0,0,0
24-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,23,8.9,30,20,15.7,0,0,0,0
25-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",21,23,11,17,22,8.9,0,0,0,0
26-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,24,12.1,15,22,7.9,2,1,0,0
27-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",20,24,10.5,18,22,9.4,0,0,0,0
28-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",36,24,18.9,28,22,14.7,1,0.5,1,0.5
29-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",31,23,16.3,31,23,16.3,0,0,0,0
30-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",29,25,15.2,25,24,13.1,1,0.5,0,0
31-Mar-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",33,25,17.3,26,23,13.6,1,0.5,0,0
1-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",37,28,19.4,32,23,16.8,1,0.5,0,0
2-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",25,30,13.1,25,25,13.1,0,0,0,0
3-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",33,30,17.3,30,26,15.7,1,0.5,0,0
4-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",54,32,28.3,15,28,7.9,0,0,0,0
5-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",50,35,26.2,43,26,22.5,2,1,0,0
6-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",38,37,19.9,46,28,24.1,4,2.1,0,0
7-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",41,39,21.5,56,31,29.4,1,0.5,0,0
8-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",58,40,30.4,48,35,25.2,3,1.6,1,0.5
9-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",38,43,19.9,56,38,29.4,0,0,0,0
10-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",54,45,28.3,25,42,13.1,0,0,2,1
11-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",42,48,22,26,41,13.6,2,1,0,0
12-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",50,46,26.2,54,43,28.3,2,1,0,0
13-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",45,46,23.6,62,44,32.5,1,0.5,0,0
14-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",47,47,24.6,64,47,33.6,1,0.5,1,0.5
15-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",39,48,20.4,56,48,29.4,3,1.6,1,0.5
16-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",25,45,13.1,26,49,13.6,1,0.5,2,1
17-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",29,43,15.2,39,45,20.4,2,1,0,0
18-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",61,40,32,1,47,0.5,1,0.5,0,0
19-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",55,42,28.8,38,43,19.9,1,0.5,0,0
20-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",40,43,21,68,41,35.7,2,1,1,0.5
21-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",49,42,25.7,56,42,29.4,0,0,0,0
22-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",66,43,34.6,97,41,50.9,0,0,1,0.5
23-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",27,46,14.2,51,46,26.7,0,0,0,0
24-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,47,12.1,14,50,7.3,2,1,0,0
25-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",27,46,14.2,13,46,6.8,1,0.5,0,0
26-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,41,12.1,39,48,20.4,1,0.5,2,1
27-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",24,36,12.6,15,48,7.9,2,1,0,0
28-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",28,34,14.7,50,41,26.2,0,0,0,0
29-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",30,31,15.7,29,40,15.2,1,0.5,1,0.5
30-Apr-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,26,8.9,31,30,16.3,0,0,0,0
1-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,25,12.1,17,27,8.9,0,0,0,0
2-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",39,25,20.4,12,28,6.3,1,0.5,1,0.5
3-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",26,26,13.6,36,28,18.9,1,0.5,0,0
4-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",23,27,12.1,34,27,17.8,1,0.5,0,0
5-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",15,27,7.9,34,30,17.8,0,0,0,0
6-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,25,8.9,17,28,8.9,0,0,1,0.5
7-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",14,23,7.3,35,26,18.4,1,0.5,0,0
8-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",13,22,6.8,9,26,4.7,0,0,1,0.5
9-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",21,21,11,13,25,6.8,1,0.5,0,0
10-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",13,18,6.8,24,25,12.6,0,0,0,0
11-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,17,10,14,24,7.3,1,0.5,0,0
12-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,16,8.9,25,21,13.1,0,0,0,0
13-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",17,16,8.9,16,20,8.4,3,1.6,0,0
14-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",12,16,6.3,13,19,6.8,0,0,0,0
15-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",10,16,5.2,9,16,4.7,0,0,0,0
16-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",19,16,10,10,16,5.2,1,0.5,0,0
17-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",8,15,4.2,23,16,12.1,2,1,0,0
18-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",14,15,7.3,16,16,8.4,0,0,0,0
19-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",10,14,5.2,11,16,5.8,1,0.5,0,0
20-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",25,13,13.1,7,14,3.7,0,0,0,0
21-May-22,"Haliburton, Kawartha, Pine Ridge District Health Unit ",4,14,2.1,32,13,16.8,0,0,0,0
