week_end,pruid,prename,prfname,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported,num2weekdelta_dose1,num2weekdelta_dose2,num2weekdelta_dose3,num2weekdelta_dose4,num2weekdelta_dose5+,num2weekdelta_notreported,num4weekdelta_dose1,num4weekdelta_dose2,num4weekdelta_dose3,num4weekdelta_dose4,num4weekdelta_dose5+,num4weekdelta_notreported
2021-06-12,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,369160,343290,25870,0,0,0,0,25052,8515,0,0,0,0,,,,,,,,,,,,
2021-06-12,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5385,5250,135,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,21223,17366,3857,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),89964,76658,13306,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,11,Prince Edward Island,Île-du-Prince-Édouard,Total,116572,99274,17298,0,0,0,0,9519,2873,0,0,0,0,,,,,,,,,,,,
2021-06-12,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,58246,58243,3,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,132245,119530,12715,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),505636,467519,38117,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,12,Nova Scotia,Nouvelle-Écosse,Total,696204,645341,50863,0,0,0,0,54413,6319,0,0,0,0,,,,,,,,,,,,
2021-06-12,12,Nova Scotia,Nouvelle-Écosse,Unknown,77,49,28,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,45936,43406,2530,,,,0,,,,,,,,,,,,,,,,,,
2021-06-12,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,105205,94319,10886,,,,0,,,,,,,,,,,,,,,,,,
2021-06-12,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-06-12,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),434984,371983,63001,,,,0,,,,,,,,,,,,,,,,,,
2021-06-12,13,New Brunswick,Nouveau-Brunswick,Total,587857,511329,76528,,,,0,26747,29315,,,,0,,,,,,,,,,,,
2021-06-12,13,New Brunswick,Nouveau-Brunswick,Unknown,1732,1621,111,,,,0,,,,,,,,,,,,,,,,,,
2021-06-12,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,628333,,,,,,628333,,,,,,,,,,,,,,,,,,
2021-06-12,24,Quebec,Québec,Moderna Spikevax,1233041,,,,,,1233041,,,,,,,,,,,,,,,,,,
2021-06-12,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),4848287,,,,,,4848287,,,,,,,,,,,,,,,,,,
2021-06-12,24,Quebec,Québec,Total,6712262,,,,,,6712262,,,,,,616880,,,,,,,,,,,,
2021-06-12,24,Quebec,Québec,Unknown,2601,,,,,,2601,,,,,,,,,,,,,,,,,,
2021-06-12,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,960956,862238,98718,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,35,Ontario,Ontario,Moderna Spikevax,1947429,1599516,347913,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),8303749,6950780,1352969,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,35,Ontario,Ontario,Total,11212134,9412534,1799600,0,0,0,0,449452,765905,0,0,0,0,,,,,,,,,,,,
2021-06-12,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,83028,78439,4589,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,46,Manitoba,Manitoba,Moderna Spikevax,198807,144653,54140,14,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),744252,612168,132076,8,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,46,Manitoba,Manitoba,Total,1026087,835260,190805,22,0,0,0,49162,44459,,0,0,0,,,,,,,,,,,,
2021-06-12,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,86566,73818,12748,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,47,Saskatchewan,Saskatchewan,Moderna Spikevax,180685,131564,49121,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),635056,485591,149453,12,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,47,Saskatchewan,Saskatchewan,Total,902307,690973,211322,12,0,0,0,20103,73550,5,0,0,0,,,,,,,,,,,,
2021-06-12,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,284376,264418,19958,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,48,Alberta,Alberta,Moderna Spikevax,647984,499844,148140,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),2515061,1887982,627079,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,48,Alberta,Alberta,Total,3460509,2665153,795356,0,0,0,0,75543,240661,0,0,0,0,,,,,,,,,,,,
2021-06-12,48,Alberta,Alberta,Unknown,13088,12909,179,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,320511,274649,45848,14,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,59,British Columbia,Colombie-Britannique,Moderna Spikevax,719336,606306,113019,11,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),2993303,2538373,454883,47,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,59,British Columbia,Colombie-Britannique,Total,4033518,3419598,613848,72,0,0,0,112200,298194,25,0,0,0,,,,,,,,,,,,
2021-06-12,59,British Columbia,Colombie-Britannique,Unknown,368,270,98,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,60,Yukon,Yukon,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,60,Yukon,Yukon,Moderna Spikevax,54491,28539,25952,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,60,Yukon,Yukon,Total,54491,28539,25952,0,0,0,0,290,522,0,0,0,0,,,,,,,,,,,,
2021-06-12,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,54027,28807,25220,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),3168,2118,1050,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,61,Northwest Territories,Territoires du Nord-Ouest,Total,57195,30925,26270,0,0,0,0,531,1386,0,0,0,0,,,,,,,,,,,,
2021-06-12,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,62,Nunavut,Nunavut,Moderna Spikevax,33791,17991,15800,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-12,62,Nunavut,Nunavut,Total,33791,17991,15800,0,0,0,0,395,378,0,0,0,0,,,,,,,,,,,,
2021-06-12,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2620750,1689696,273642,11,0,0,657401,,,,,,,,,,,,,,,,,,
2021-06-19,1,Canada,Canada,Moderna Spikevax,5892721,3411096,1160839,30,0,0,1320756,,,,,,,,,,,,,,,,,,
2021-06-19,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),23818450,14090447,4364832,91,0,0,5363080,,,,,,,,,,,,,,,,,,
2021-06-19,1,Canada,Canada,Total,32351208,19207074,5800139,132,0,0,7343863,506867,1950627,26,0,0,631601,1330274,3422704,41,0,0,1248481,4211284,4443039,132,0,0,2411704
2021-06-19,1,Canada,Canada,Unknown,19287,15835,826,0,0,0,2626,,,,,,,,,,,,,,,,,,
2021-06-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,26988,26825,163,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,71547,60650,10897,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),312024,276356,35668,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,410559,363831,46728,0,0,0,0,20541,20858,0,0,0,0,45593,29373,0,0,0,0,103641,36269,,,,0
2021-06-19,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5541,5166,375,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,22925,17984,4941,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),100485,85756,14729,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,Total,128951,108906,20045,0,0,0,0,9632,2747,0,0,0,0,19151,5620,0,0,0,0,37579,7746,,,,0
2021-06-19,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59029,58739,290,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,144175,123916,20259,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),568907,506767,62140,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,Total,772210,689484,82726,0,0,0,0,44143,31863,0,0,0,0,98556,38182,0,0,0,0,228536,41273,,,,0
2021-06-19,12,Nova Scotia,Nouvelle-Écosse,Unknown,99,62,37,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,48214,43429,4785,,,,0,,,,,,,,,,,,,,,,,,
2021-06-19,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,115477,96297,19180,,,,0,,,,,,,,,,,,,,,,,,
2021-06-19,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-06-19,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),487295,381522,105773,,,,0,,,,,,,,,,,,,,,,,,
2021-06-19,13,New Brunswick,Nouveau-Brunswick,Total,652990,523126,129864,,,,0,11797,53336,,,,0,38544,82651,,,,0,136261,93002,,,,0
2021-06-19,13,New Brunswick,Nouveau-Brunswick,Unknown,2004,1878,126,,,,0,,,,,,,,,,,,,,,,,,
2021-06-19,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,657401,,,,,,657401,,,,,,,,,,,,,,,,,,
2021-06-19,24,Quebec,Québec,Moderna Spikevax,1320756,,,,,,1320756,,,,,,,,,,,,,,,,,,
2021-06-19,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),5363080,,,,,,5363080,,,,,,,,,,,,,,,,,,
2021-06-19,24,Quebec,Québec,Total,7343863,,,,,,7343863,,,,,,631601,,,,,,1248481,,,,,,2411704
2021-06-19,24,Quebec,Québec,Unknown,2626,,,,,,2626,,,,,,,,,,,,,,,,,,
2021-06-19,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1012739,863037,149702,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,35,Ontario,Ontario,Moderna Spikevax,2188458,1629250,559208,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),9349956,7182297,2167659,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,35,Ontario,Ontario,Total,12551153,9674584,2876569,0,0,0,0,262050,1076969,0,0,0,0,711502,1842874,0,0,0,0,2137290,2344466,,,,0
2021-06-19,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,83508,78631,4877,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,46,Manitoba,Manitoba,Moderna Spikevax,220360,153664,66680,16,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),830760,639967,190781,12,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,46,Manitoba,Manitoba,Total,1134628,872262,262338,28,0,0,0,37002,71533,6,0,0,0,86164,115992,,0,0,0,228913,175543,,,,0
2021-06-19,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,89008,73935,15073,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,47,Saskatchewan,Saskatchewan,Moderna Spikevax,195268,133290,61978,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),712999,501083,211897,19,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,47,Saskatchewan,Saskatchewan,Total,997275,708308,288948,19,0,0,0,17335,77626,7,0,0,0,37438,151176,12,0,0,0,103671,230818,,,,0
2021-06-19,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,292865,264892,27973,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,48,Alberta,Alberta,Moderna Spikevax,699278,505243,194035,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),2828461,1926782,901679,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,48,Alberta,Alberta,Total,3834734,2710495,1124239,0,0,0,0,45342,328883,0,0,0,0,120885,569544,0,0,0,0,491652,754019,0,0,0,0
2021-06-19,48,Alberta,Alberta,Unknown,14130,13578,552,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,345457,275042,70404,11,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,Moderna Spikevax,768761,613912,154835,14,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),3259720,2586517,673143,60,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,59,British Columbia,Colombie-Britannique,Total,4374366,3475788,898493,85,0,0,0,56190,284645,13,0,0,0,168390,582839,38,0,0,0,736012,750873,,,,0
2021-06-19,59,British Columbia,Colombie-Britannique,Unknown,428,317,111,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,60,Yukon,Yukon,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,60,Yukon,Yukon,Moderna Spikevax,55853,29163,26690,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),6,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,60,Yukon,Yukon,Total,55859,29169,26690,0,0,0,0,630,738,0,0,0,0,920,1260,0,0,0,0,2521,2976,,,,0
2021-06-19,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,55264,29279,25985,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),3611,2248,1363,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,Total,58875,31527,27348,0,0,0,0,602,1078,0,0,0,0,1133,2464,0,0,0,0,2644,4012,,,,0
2021-06-19,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,62,Nunavut,Nunavut,Moderna Spikevax,34599,18448,16151,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),1146,1146,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-19,62,Nunavut,Nunavut,Total,35745,19594,16151,0,0,0,0,1603,351,0,0,0,0,1998,729,0,0,0,0,2564,2042,,,,0
2021-06-19,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2709503,1692271,352614,18,0,0,664600,,,,,,,,,,,,,,,,,,
2021-06-26,1,Canada,Canada,Moderna Spikevax,7567387,3630001,2379977,37,0,0,1557372,,,,,,,,,,,,,,,,,,
2021-06-26,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),25575834,14297964,5505438,115,0,0,5772317,,,,,,,,,,,,,,,,,,
2021-06-26,1,Canada,Canada,Total,35873728,19636698,8240075,171,0,0,7996784,429624,2439936,39,0,0,652921,,,,,,,,,,,,
2021-06-26,1,Canada,Canada,Unknown,21004,16462,2046,1,0,0,2495,,,,,,,,,,,,,,,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,27061,26798,263,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,94341,64909,29432,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),336779,287100,49679,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,458181,378807,79374,0,0,0,0,14976,32646,0,0,0,0,,,,,,,,,,,,
2021-06-26,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5847,5298,549,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,28802,20653,8149,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),108005,88378,19627,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,Total,142654,114329,28325,0,0,0,0,5423,8280,0,0,0,0,,,,,,,,,,,,
2021-06-26,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,59534,58782,752,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,178104,126552,51552,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),633439,517559,115880,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,Total,871219,702978,168241,0,0,0,0,13494,85515,0,0,0,0,,,,,,,,,,,,
2021-06-26,12,Nova Scotia,Nouvelle-Écosse,Unknown,142,85,57,0,0,0,0,,,,,,,,,,,,,,,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,49221,43441,5780,,,,0,,,,,,,,,,,,,,,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,142457,98638,43819,,,,0,,,,,,,,,,,,,,,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),509482,384763,124719,,,,0,,,,,,,,,,,,,,,,,,
2021-06-26,13,New Brunswick,Nouveau-Brunswick,Total,703318,528862,174456,,,,0,5736,44592,,,,0,,,,,,,,,,,,
